periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,orgunitlevel3,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,Cas suspects de paludismes vus dans les structures de santé,Cas suspects de paludisme vu par les ASC,Cas suspects de paludisme ayant été testés par GE/FM,Cas suspects de paludisme ayant été testés par TDR,Cas de paludisme simple confirmés par GE/FM dans les structures santé,Cas de paludisme simple confirmé par les ASC (TDR+),Cas de paludisme simple confirmés par TDR dans les structures santé,Cas de paludisme simple traité avec les CTA dans les structures de santé,Cas de paludisme simple confirmés traités avec CTA par les ASC,Cas de paludisme grave confirmés par GE/FM dans les structures de santé,Cas de paludisme grave confirmés par TDR dans les structures santé,Cas de paludisme grave confirmé traité (Artesunate ou Arthemeter ou Quinine injectable),Cas presumés de paludisme grave par diagnostic clinique (cas testés négatifs traités et non testés traités par antipaludique),Cas presumés de paludisme simple par diagnostic clinique (cas testés négatifs traités et non testés traités par antipaludique),Cas presumés de paludisme par diagnostic clinique (cas testés négatifs traités et non testés traités par CTA) par les ASC
202410,Octobre 2024,202410,,Mali,Sikasso,District Loulouni,GyobOx0dSlA,District Loulouni,,,KWOoDmCIZ7p,Publique,,,1660,337,0,1660,0,302,950,950,302,0,125,125,0,0,
202410,Octobre 2024,202410,,Mali,Sikasso,District Loulouni,GyobOx0dSlA,District Loulouni,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Sikasso,District Loulouni,GyobOx0dSlA,District Loulouni,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Koutiala,District M'Pessoba,RNa3R4Evmub,District M'Pessoba,,,KWOoDmCIZ7p,Publique,,,7322,538,840,6343,535,392,3949,4484,392,184,1117,1301,1,124,50
202410,Octobre 2024,202410,,Mali,Koutiala,District M'Pessoba,RNa3R4Evmub,District M'Pessoba,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Koutiala,District M'Pessoba,RNa3R4Evmub,District M'Pessoba,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Ségou,District Macina,r1DoFCB7Asf,District Macina,,,KWOoDmCIZ7p,Publique,,,5920,992,549,5108,90,826,2037,1910,826,462,2566,3028,188,15,0
202410,Octobre 2024,202410,,Mali,Ségou,District Macina,r1DoFCB7Asf,District Macina,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Ségou,District Macina,r1DoFCB7Asf,District Macina,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,San,District Mandiakuy,PQFkQKs3N3t,District Mandiakuy,,,KWOoDmCIZ7p,Publique,,,6006,1248,,5409,0,1117,3238,3138,1117,0,1659,1659,246,64,0
202410,Octobre 2024,202410,,Mali,San,District Mandiakuy,PQFkQKs3N3t,District Mandiakuy,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,San,District Mandiakuy,PQFkQKs3N3t,District Mandiakuy,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Ségou,District Markala,cQI1f7VjjqU,District Markala,,,KWOoDmCIZ7p,Publique,,,6683,2469,1412,5306,274,1201,2439,2713,1201,1031,2166,3197,0,0,0
202410,Octobre 2024,202410,,Mali,Ségou,District Markala,cQI1f7VjjqU,District Markala,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Ségou,District Markala,cQI1f7VjjqU,District Markala,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Dioila,District Massigui,AIhvGJazi0u,District Massigui,,,KWOoDmCIZ7p,Publique,,,3350,1350,410,2940,201,806,1178,1377,806,177,1167,1344,,,0
202410,Octobre 2024,202410,,Mali,Dioila,District Massigui,AIhvGJazi0u,District Massigui,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Dioila,District Massigui,AIhvGJazi0u,District Massigui,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Menaka,District Menaka,y4cJ8A827xa,District Menaka,,,KWOoDmCIZ7p,Publique,,,2467,117,321,2095,149,91,1111,1260,91,111,389,500,,,0
202410,Octobre 2024,202410,,Mali,Menaka,District Menaka,y4cJ8A827xa,District Menaka,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Menaka,District Menaka,y4cJ8A827xa,District Menaka,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Koutiala,District Molobala,LsmfNMFWaH4,District Molobala,,,KWOoDmCIZ7p,Publique,,,2834,312,,2834,0,262,1470,1470,262,0,444,444,2,58,
202410,Octobre 2024,202410,,Mali,Koutiala,District Molobala,LsmfNMFWaH4,District Molobala,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Koutiala,District Molobala,LsmfNMFWaH4,District Molobala,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Douentza,District Mondoro,lgepG4rIfLK,District Mondoro,,,KWOoDmCIZ7p,Publique,,,3126,192,,3126,0,172,1763,1763,172,0,788,788,,,
202410,Octobre 2024,202410,,Mali,Douentza,District Mondoro,lgepG4rIfLK,District Mondoro,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Douentza,District Mondoro,lgepG4rIfLK,District Mondoro,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Mopti,District Mopti,on8EBjmC4bt,District Mopti,,,KWOoDmCIZ7p,Publique,,,9456,1447,1007,8334,606,1024,4300,4895,1011,288,2082,2370,0,0,62
202410,Octobre 2024,202410,,Mali,Mopti,District Mopti,on8EBjmC4bt,District Mopti,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Mopti,District Mopti,on8EBjmC4bt,District Mopti,,,uD2y9P4ErAF,Confessionnel,,,573,,167,406,92,,206,298,,40,130,170,,,
202410,Octobre 2024,202410,,Mali,Nara,District Mourdiah,dg2QFkGrN4v,District Mourdiah,,,KWOoDmCIZ7p,Publique,,,1472,43,0,1472,0,30,634,634,30,0,650,650,,,
202410,Octobre 2024,202410,,Mali,Nara,District Mourdiah,dg2QFkGrN4v,District Mourdiah,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Nara,District Mourdiah,dg2QFkGrN4v,District Mourdiah,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Dioila,District Ména,aH3eLeflkzh,District Ména,,,KWOoDmCIZ7p,Publique,,,1201,473,3,1201,0,292,208,208,292,3,653,656,,,
202410,Octobre 2024,202410,,Mali,Dioila,District Ména,aH3eLeflkzh,District Ména,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Dioila,District Ména,aH3eLeflkzh,District Ména,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Douentza,District N'Gouma,wk2UGAPCbar,District N'Gouma,,,KWOoDmCIZ7p,Publique,,,1231,237,,1231,0,200,652,652,200,0,355,355,,,
202410,Octobre 2024,202410,,Mali,Douentza,District N'Gouma,wk2UGAPCbar,District N'Gouma,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Douentza,District N'Gouma,wk2UGAPCbar,District N'Gouma,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Gao,District N'Tillit,BzcEKLgk6E9,District N'Tillit,,,KWOoDmCIZ7p,Publique,,,468,0,0,468,0,0,190,190,0,0,121,121,0,0,0
202410,Octobre 2024,202410,,Mali,Gao,District N'Tillit,BzcEKLgk6E9,District N'Tillit,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Gao,District N'Tillit,BzcEKLgk6E9,District N'Tillit,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Ségou,District Nampala,liEFIOHME7n,District Nampala,,,KWOoDmCIZ7p,Publique,,,2653,835,,2653,0,577,1200,1200,577,0,1340,1340,,,
202410,Octobre 2024,202410,,Mali,Ségou,District Nampala,liEFIOHME7n,District Nampala,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Ségou,District Nampala,liEFIOHME7n,District Nampala,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Nara,District Nara,xKHqI0GLQV0,District Nara,,,KWOoDmCIZ7p,Publique,,,3830,116,1357,2497,738,116,1235,1798,116,471,1064,1535,12,29,
202410,Octobre 2024,202410,,Mali,Nara,District Nara,xKHqI0GLQV0,District Nara,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Nara,District Nara,xKHqI0GLQV0,District Nara,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Tombouctou,District Niafunké,V1Phbg4JpnJ,District Niafunké,,,KWOoDmCIZ7p,Publique,,,2979,5,39,2885,13,3,1426,1439,3,13,639,652,,41,5
202410,Octobre 2024,202410,,Mali,Tombouctou,District Niafunké,V1Phbg4JpnJ,District Niafunké,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Tombouctou,District Niafunké,V1Phbg4JpnJ,District Niafunké,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Koulikoro,District Niamina,bDrgEHGRkmZ,District Niamina,,,KWOoDmCIZ7p,Publique,,,3577,201,0,3291,0,175,1979,1973,175,0,960,903,6,93,0
202410,Octobre 2024,202410,,Mali,Koulikoro,District Niamina,bDrgEHGRkmZ,District Niamina,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Koulikoro,District Niamina,bDrgEHGRkmZ,District Niamina,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Sikasso,District Niena,RnafUacJP4d,District Niena,,,KWOoDmCIZ7p,Publique,,,8702,515,331,8066,52,436,3866,3918,436,83,3116,3199,93,544,2
202410,Octobre 2024,202410,,Mali,Sikasso,District Niena,RnafUacJP4d,District Niena,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Sikasso,District Niena,RnafUacJP4d,District Niena,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Bandiagara,District Ningari,kMSCx2kTtn4,District Ningari,,,KWOoDmCIZ7p,Publique,,,2481,269,,2481,0,216,1267,1267,216,0,384,384,,,
202410,Octobre 2024,202410,,Mali,Bandiagara,District Ningari,kMSCx2kTtn4,District Ningari,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Bandiagara,District Ningari,kMSCx2kTtn4,District Ningari,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Ségou,District Niono,nk7s1fmEgm1,District Niono,,,KWOoDmCIZ7p,Publique,,,9941,3028,984,8868,261,2293,2564,2815,2293,750,2533,3283,63,196,380
202410,Octobre 2024,202410,,Mali,Ségou,District Niono,nk7s1fmEgm1,District Niono,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Ségou,District Niono,nk7s1fmEgm1,District Niono,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Nioro,District Nioro,FazDeCvYpVy,District Nioro,,,KWOoDmCIZ7p,Publique,,,8858,29,402,8514,108,20,4032,4060,16,142,2482,2624,24,61,
202410,Octobre 2024,202410,,Mali,Nioro,District Nioro,FazDeCvYpVy,District Nioro,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Nioro,District Nioro,FazDeCvYpVy,District Nioro,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Gao,District Ouatagouna,s9R8mkuC1T2,District Ouatagouna,,,KWOoDmCIZ7p,Publique,,,1640,213,,1640,0,164,835,835,164,0,603,603,,,
202410,Octobre 2024,202410,,Mali,Gao,District Ouatagouna,s9R8mkuC1T2,District Ouatagouna,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Gao,District Ouatagouna,s9R8mkuC1T2,District Ouatagouna,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Bougouni,District Ouelessebougou,pxhFqazkqJr,District Ouelessebougou,,,KWOoDmCIZ7p,Publique,,,14524,991,397,14127,156,843,7397,7553,843,175,4403,4578,,,
202410,Octobre 2024,202410,,Mali,Bougouni,District Ouelessebougou,pxhFqazkqJr,District Ouelessebougou,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Bougouni,District Ouelessebougou,pxhFqazkqJr,District Ouelessebougou,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Kayes,District Oussoubidiagna,BYc8p4oXPS3,District Oussoubidiagna,,,KWOoDmCIZ7p,Publique,,,6783,13,344,6773,0,6,1883,1883,6,37,2570,2606,72,83,
202410,Octobre 2024,202410,,Mali,Kayes,District Oussoubidiagna,BYc8p4oXPS3,District Oussoubidiagna,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Kayes,District Oussoubidiagna,BYc8p4oXPS3,District Oussoubidiagna,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Kayes,District Sadiola,iyrff2CsHGs,District Sadiola,,,KWOoDmCIZ7p,Publique,,,5101,18,825,4301,3,17,2339,2342,17,793,726,1519,,,
202410,Octobre 2024,202410,,Mali,Kayes,District Sadiola,iyrff2CsHGs,District Sadiola,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Kayes,District Sadiola,iyrff2CsHGs,District Sadiola,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Kita,District Sagabari,O0dNwvJikKG,District Sagabari,,,KWOoDmCIZ7p,Publique,,,6391,429,68,6283,29,400,4873,4759,400,5,703,708,0,0,
202410,Octobre 2024,202410,,Mali,Kita,District Sagabari,O0dNwvJikKG,District Sagabari,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Kita,District Sagabari,O0dNwvJikKG,District Sagabari,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,San,District San,y1PVbdzmPfn,District San,,,KWOoDmCIZ7p,Publique,,,10052,931,187,9865,74,819,6092,6166,819,86,2142,2228,3,5,0
202410,Octobre 2024,202410,,Mali,San,District San,y1PVbdzmPfn,District San,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,San,District San,y1PVbdzmPfn,District San,,,uD2y9P4ErAF,Confessionnel,,,886,,33,853,9,,265,274,,21,548,569,0,0,
202410,Octobre 2024,202410,,Mali,Koulikoro,District Sanankoroba,b6jCW51ESZC,District Sanankoroba,,,KWOoDmCIZ7p,Publique,,,2521,141,1263,1258,715,123,640,1355,123,423,488,911,229,435,0
202410,Octobre 2024,202410,,Mali,Koulikoro,District Sanankoroba,b6jCW51ESZC,District Sanankoroba,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Koulikoro,District Sanankoroba,b6jCW51ESZC,District Sanankoroba,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Nioro,District Sandaré,FOgsy8asB5o,District Sandaré,,,KWOoDmCIZ7p,Publique,,,2937,60,,2937,0,40,1543,1543,40,0,749,749,,,
202410,Octobre 2024,202410,,Mali,Nioro,District Sandaré,FOgsy8asB5o,District Sandaré,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Nioro,District Sandaré,FOgsy8asB5o,District Sandaré,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Bandiagara,District Sangha,yI7GOq13XAJ,District Sangha,,,KWOoDmCIZ7p,Publique,,,2022,415,136,1886,7,339,924,931,339,15,624,639,,,
202410,Octobre 2024,202410,,Mali,Bandiagara,District Sangha,yI7GOq13XAJ,District Sangha,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Bandiagara,District Sangha,yI7GOq13XAJ,District Sangha,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Tombouctou,District Sarafere,SQpH6Biw1mR,District Sarafere,,,KWOoDmCIZ7p,Publique,,,2807,88,,2804,0,56,1950,1946,56,0,339,339,,25,8
202410,Octobre 2024,202410,,Mali,Tombouctou,District Sarafere,SQpH6Biw1mR,District Sarafere,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Tombouctou,District Sarafere,SQpH6Biw1mR,District Sarafere,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Ségou,District Sarro,sL8COLjW74n,District Sarro,,,KWOoDmCIZ7p,Publique,,,2196,637,,2196,0,481,1052,1052,481,0,757,757,,,
202410,Octobre 2024,202410,,Mali,Ségou,District Sarro,sL8COLjW74n,District Sarro,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Ségou,District Sarro,sL8COLjW74n,District Sarro,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Kita,District Sebekoro,RgOvQuppC3s,District Sebekoro,,,KWOoDmCIZ7p,Publique,,,5039,308,,5039,0,222,3549,3549,222,0,503,503,,,
202410,Octobre 2024,202410,,Mali,Kita,District Sebekoro,RgOvQuppC3s,District Sebekoro,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Kita,District Sebekoro,RgOvQuppC3s,District Sebekoro,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Kita,District Sefeto,IKpDqqhEqiu,District Sefeto,,,KWOoDmCIZ7p,Publique,,,6380,186,195,6193,127,181,2190,2317,181,0,2259,2259,0,0,
202410,Octobre 2024,202410,,Mali,Kita,District Sefeto,IKpDqqhEqiu,District Sefeto,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Kita,District Sefeto,IKpDqqhEqiu,District Sefeto,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Bougouni,District Selingue,yzyt1KWu9em,District Selingue,,,KWOoDmCIZ7p,Publique,,,3872,350,265,3649,46,257,1748,1788,257,68,561,629,0,38,3
202410,Octobre 2024,202410,,Mali,Bougouni,District Selingue,yzyt1KWu9em,District Selingue,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Bougouni,District Selingue,yzyt1KWu9em,District Selingue,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Koulikoro,District Siby,ImeTHQtXQfD,District Siby,,,KWOoDmCIZ7p,Publique,,,5443,106,1330,4113,534,106,2194,2654,106,515,1196,1711,,,
202410,Octobre 2024,202410,,Mali,Koulikoro,District Siby,ImeTHQtXQfD,District Siby,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Koulikoro,District Siby,ImeTHQtXQfD,District Siby,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Sikasso,District Sikasso,ofh4ffMQKxA,District Sikasso,,,KWOoDmCIZ7p,Publique,,,14709,320,3553,11485,960,231,4592,5552,231,1577,3893,5469,540,892,52
202410,Octobre 2024,202410,,Mali,Sikasso,District Sikasso,ofh4ffMQKxA,District Sikasso,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Sikasso,District Sikasso,ofh4ffMQKxA,District Sikasso,,,uD2y9P4ErAF,Confessionnel,,,253,,200,125,64,,12,76,,90,7,97,98,72,
202410,Octobre 2024,202410,,Mali,Kita,District Sirakoro,e5Bzq49sFlY,District Sirakoro,,,KWOoDmCIZ7p,Publique,,,2069,45,397,1655,315,28,995,1310,28,31,128,159,,,
202410,Octobre 2024,202410,,Mali,Kita,District Sirakoro,e5Bzq49sFlY,District Sirakoro,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Kita,District Sirakoro,e5Bzq49sFlY,District Sirakoro,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Mopti,District Sofara,EeJEeYuyaDr,District Sofara,,,KWOoDmCIZ7p,Publique,,,1121,188,,1121,0,181,336,336,181,0,339,339,,,
202410,Octobre 2024,202410,,Mali,Mopti,District Sofara,EeJEeYuyaDr,District Sofara,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Mopti,District Sofara,EeJEeYuyaDr,District Sofara,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Ségou,District Sokolo,dazhz46XRMW,District Sokolo,,,KWOoDmCIZ7p,Publique,,,5016,1102,108,4660,0,785,2166,2166,785,100,1303,1403,49,99,17
202410,Octobre 2024,202410,,Mali,Ségou,District Sokolo,dazhz46XRMW,District Sokolo,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Ségou,District Sokolo,dazhz46XRMW,District Sokolo,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Bandiagara,District Sokoura,fva6yrVy5Z0,District Sokoura,,,KWOoDmCIZ7p,Publique,,,6098,1007,,6098,0,748,3549,3549,748,0,943,943,,,
202410,Octobre 2024,202410,,Mali,Bandiagara,District Sokoura,fva6yrVy5Z0,District Sokoura,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Bandiagara,District Sokoura,fva6yrVy5Z0,District Sokoura,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Gao,District Sonni Aly ber,VezHEXeGMWq,District Sonni Aly ber,,,KWOoDmCIZ7p,Publique,,,2162,72,100,1982,25,66,1098,1123,66,70,475,545,9,58,0
202410,Octobre 2024,202410,,Mali,Gao,District Sonni Aly ber,VezHEXeGMWq,District Sonni Aly ber,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Gao,District Sonni Aly ber,VezHEXeGMWq,District Sonni Aly ber,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,San,District SY,WZmnaGWjTwk,District SY,,,KWOoDmCIZ7p,Publique,,,1758,447,0,1758,0,405,1084,1084,405,0,325,325,26,172,0
202410,Octobre 2024,202410,,Mali,San,District SY,WZmnaGWjTwk,District SY,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,San,District SY,WZmnaGWjTwk,District SY,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Kayes,District Ségala,g561kntKK4V,District Ségala,,,KWOoDmCIZ7p,Publique,,,3741,24,104,3632,27,13,1331,1335,13,2,524,526,,,
202410,Octobre 2024,202410,,Mali,Kayes,District Ségala,g561kntKK4V,District Ségala,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Kayes,District Ségala,g561kntKK4V,District Ségala,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Ségou,District Ségou,drNjp3zwUsh,District Ségou,,,KWOoDmCIZ7p,Publique,,,13536,1007,2121,10931,1095,857,4487,5471,857,757,5032,5789,424,568,0
202410,Octobre 2024,202410,,Mali,Ségou,District Ségou,drNjp3zwUsh,District Ségou,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Ségou,District Ségou,drNjp3zwUsh,District Ségou,,,uD2y9P4ErAF,Confessionnel,,,507,,507,,360,,,360,,,,,,,
202410,Octobre 2024,202410,,Mali,Gao,District Tabankort,jnWOhOoGrOf,District Tabankort,,,KWOoDmCIZ7p,Publique,,,116,,,116,0,,70,70,,0,12,12,,,
202410,Octobre 2024,202410,,Mali,Gao,District Tabankort,jnWOhOoGrOf,District Tabankort,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Gao,District Tabankort,jnWOhOoGrOf,District Tabankort,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Kidal,District Takalote,jlGzbR4wnN6,District Takalote,,,KWOoDmCIZ7p,Publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Kidal,District Takalote,jlGzbR4wnN6,District Takalote,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Kidal,District Takalote,jlGzbR4wnN6,District Takalote,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Gao,District Talataye,vlWD8s7zsig,District Talataye,,,KWOoDmCIZ7p,Publique,,,1046,,,1046,0,,435,435,,0,271,271,,,
202410,Octobre 2024,202410,,Mali,Gao,District Talataye,vlWD8s7zsig,District Talataye,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202410,Octobre 2024,202410,,Mali,Gao,District Talataye,vlWD8s7zsig,District Talataye,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
